stop_id;stop_name;stop_lat;stop_lon;stop_code;location_type;parent_station;wheelchair_boarding;stop_direction
F00234;Margit híd, budai hídfő H;47.516041;19.039453;F00234;;CSF00234;2;-18
F00235;Margit híd, budai hídfő H;47.515396;19.039300;F00235;;CSF00234;1;169
F00236;Margit híd, budai hídfő H;47.515041;19.038937;F00236;;CSF00234;1;106
F00237;Margit híd, budai hídfő H;47.515536;19.038313;F00237;;CSF00234;2;-2
F00239;Szent Lukács Gyógyfürdő;47.517118;19.036520;F00239;;CSF00239;1;-18
F00240;Szent Lukács Gyógyfürdő;47.516822;19.036507;F00240;;CSF00239;1;152
F00241;Komjádi Béla utca;47.520626;19.036825;F00241;;CSF00241;1;10
F00242;Komjádi Béla utca;47.520343;19.036590;F00242;;CSF00241;1;-167
F00243;Zsigmond tér;47.524251;19.036930;F00243;;CSF00245;1;0
F00244;Zsigmond tér;47.523954;19.036824;F00244;;CSF00245;1;180
F00245;Zsigmond tér;47.524991;19.037951;F00245;;CSF00245;2;9
F00246;Zsigmond tér;47.524089;19.037541;F00246;;CSF00245;2;-170
F00247;Császár-Komjádi uszoda;47.521427;19.038240;;;;2;2
F00248;Császár-Komjádi uszoda;47.519619;19.038046;;;;1;173
F00249;Felhévízi utca;47.526579;19.030357;F00249;;CSF00250;2;-88
F00250;Felhévízi utca;47.527131;19.031417;F00250;;CSF00250;2;-5
F00251;Pusztaszeri út 25.;47.527787;19.028482;F00251;;CSF00251;2;-53
F00252;Pusztaszeri út 25.;47.527562;19.028415;F00252;;CSF00251;2;162
F00253;Alsó Zöldmáli út;47.528353;19.027379;F00253;;CSF00253;2;0
F00254;Alsó Zöldmáli út;47.528227;19.027100;F00254;;CSF00253;2;179
F00255;Szemlő-hegyi-barlang;47.528811;19.024670;F00255;;CSF00255;2;-90
F00256;Szemlő-hegyi-barlang;47.528721;19.024165;F00256;;CSF00255;2;84
F00257;Zöldmáli lejtő;47.528703;19.022000;F00257;;CSF00257;2;-101
F00258;Zöldmáli lejtő;47.528550;19.021629;F00258;;CSF00257;2;76
F00259;Zöldkert út;47.529608;19.011004;F00259;;CSF00259;2;-80
F00260;Zöldkert út;47.529393;19.011163;F00260;;CSF00259;2;43
F00261;Pitypang utca;47.530037;19.008683;F00261;;CSF00261;1;-63
F00262;Pitypang utca;47.529779;19.009078;F00262;;CSF00261;2;107
F00264;Verecke lépcső;47.529048;19.004297;F00264;;CSF00265;2;-63
F00265;Verecke lépcső;47.529129;19.003713;F00265;;CSF00265;2;90
F00266;Verecke lépcső;47.529066;19.002677;F00266;;CSF00265;2;-108
F00267;Tömörkény utca;47.527439;19.007645;F00267;;CSF00267;2;-32
F00268;Tömörkény utca;47.527224;19.007672;F00268;;CSF00267;2;151
F00269;Móricz Zsigmond Gimnázium;47.525381;19.010051;F00269;;CSF00270;2;-63
F00270;Móricz Zsigmond Gimnázium;47.525614;19.009187;F00270;;CSF00270;2;124
F00271;Vöröstorony lépcső;47.531285;18.997403;F00271;;CSF00271;2;-59
F00272;Vöröstorony lépcső;47.530908;18.998041;F00272;;CSF00271;2;75
F00273;Nagybányai út;47.533712;18.993323;;;;2;
F00276;Pasaréti tér;47.523656;18.994236;F00276;;CSF00277;2;
F00277;Pasaréti tér;47.523725;18.993099;F00277;;CSF00277;2;
F00278;Pasaréti tér;47.523494;18.992829;F00278;;CSF00277;2;-129
F00279;Pasaréti tér;47.523548;18.993187;F00279;;CSF00277;2;42
F00280;Harangvirág utca;47.521787;18.997438;F00280;;CSF00280;2;-46
F00281;Harangvirág utca;47.521436;18.997811;F00281;;CSF00280;2;133
F00282;Virág árok;47.519216;19.000946;F00282;;CSF00283;2;-32
F00283;Virág árok;47.519539;19.000428;F00283;;CSF00283;2;136
F00284;Gábor Áron utca / Pasaréti út;47.516231;19.004454;F00284;;CSF00285;2;-24
F00285;Gábor Áron utca / Pasaréti út;47.516671;19.003976;F00285;;CSF00285;2;151
F00286;Júlia utca;47.514280;19.007231;F00286;;CSF00287;2;-41
F00287;Júlia utca;47.514694;19.006447;F00287;;CSF00287;2;119
F00288;Vasas sportpálya;47.512104;19.008188;F00288;;CSF00288;2;-41
F00289;Vasas sportpálya;47.511510;19.008879;F00289;;CSF00288;2;126
F00290;Fenyves utca;47.523363;19.002297;F00290;;CSF00290;2;
F00291;Fenyves utca;47.523219;19.002430;F00291;;CSF00290;2;
F00292;Tüske utca;47.521197;19.006362;;;;2;-15
F00293;Bimbó köz;47.521799;19.005565;;;;2;120
F00294;Gábor Áron utca;47.519642;19.010466;;;;2;-56
F00295;Endrődi Sándor utca;47.521118;19.012231;F00295;;CS009512;2;57
F00296;Lóczy Lajos utca;47.519039;19.009617;;;;2;-174
F00297;Hankóczy Jenő utca;47.516889;19.008902;;;;2;132
F00298;Zilah utca;47.515604;19.011558;;;;2;128
F00299;Detrekő utca;47.517349;19.012433;;;;2;-27
F00300;Balogvár utca;47.515396;19.014549;;;;2;-34
F00301;Ruszti út;47.514993;19.014572;;;;2;25
F00302;Rókushegyi lépcső;47.512889;19.017056;;;;2;-50
F00303;Lorántffy Zsuzsanna út;47.512574;19.017388;;;;2;130
F00304;Ezredes utca;47.510452;19.021067;F00304;;CSF00304;2;127
F00305;Fény utcai piac;47.508285;19.023750;F00305;;CS008087;2;99
F00306;Széna tér;47.508484;19.026989;F00306;;CSF00306;2;-140
F00307;Széna tér;47.508114;19.026739;F00307;;CSF00306;1;-144
F00308;Széna tér;47.508483;19.027323;F00308;;CSF00306;1;38
F00309;Széna tér;47.508376;19.027374;F00309;;CSF00306;2;36
F00310;Kelemen László utca;47.522421;18.989152;F00310;;CSF00310;2;137
F00311;Kelemen László utca;47.521667;18.990427;F00311;;CSF00310;2;-43
F00312;Kelemen László utca;47.521970;18.990313;F00312;;CSF00310;2;-42
F00313;Kelemen László utca;47.521682;18.990539;F00313;;CSF00310;2;122
F00314;Zuhatag sor;47.526078;18.985992;F00314;;CSF00315;2;-32
F00315;Zuhatag sor;47.526114;18.985806;F00315;;CSF00315;2;146
F00316;Nagyhíd;47.528541;18.983692;F00316;;CSF00316;2;-30
F00317;Nagyhíd;47.528245;18.983825;F00317;;CSF00316;2;140
F00318;Vadaskerti utca;47.531796;18.980992;F00318;;CSF00319;2;-31
F00319;Vadaskerti utca;47.531885;18.980780;F00319;;CSF00319;2;139
F00320;Budenz út;47.520290;18.988862;;;;2;98
F00321;Széher út;47.525994;18.976838;;;;2;
F00322;Tárogató út;47.527435;18.979439;;;;2;-123
F00323;Bölöni György utca;47.525774;18.984460;F00323;;CSF00324;2;-45
F00324;Bölöni György utca;47.525837;18.984168;F00324;;CSF00324;2;135
F00325;Szerb Antal utca;47.528066;18.981456;F00325;;CSF00326;2;-32
F00326;Szerb Antal utca;47.528371;18.980938;F00326;;CSF00326;2;142
F00327;Lipótmezei út;47.530529;18.978770;F00327;;CSF00328;2;-35
F00328;Lipótmezei út;47.530852;18.978252;F00328;;CSF00328;2;143
F00329;Nyéki út;47.534771;18.973917;F00329;;CSF00329;2;-45
F00330;Nyéki út;47.534574;18.973997;F00330;;CSF00329;2;135
F00331;Csibor utca;47.536729;18.969159;F00331;;CSF00331;2;-65
F00332;Csibor utca;47.536127;18.970568;F00332;;CSF00331;2;119
F00339;Bátori László utca;47.544676;18.963581;F00339;;CSF00339;2;13
F00340;Bátori László utca;47.544564;18.963389;F00340;;CSF00339;2;171
F00345;Heinrich István utca;47.539299;18.970955;F00345;;CSF00345;2;-70
F00346;Heinrich István utca;47.539263;18.970742;F00346;;CSF00345;2;109
F00347;Völgy utca;47.536739;18.975395;F00347;;CSF00347;2;-35
F00348;Völgy utca;47.536415;18.975621;F00348;;CSF00347;2;136
F00350;Ady lépcső;47.543555;18.944839;;;;2;133
F00351;Adyliget;47.547236;18.938309;F00351;;CSF00351;2;-60
F00352;Adyliget;47.546985;18.938721;F00352;;CSF00351;2;119
F00353;Villám utca;47.545027;18.952448;F00353;;CSF00354;2;-158
F00354;Villám utca;47.545244;18.952753;F00354;;CSF00354;2;24
F00355;Nagyrét utca;47.546566;18.952831;;;;2;65
F00356;Bükkfa utca;47.546482;18.960483;F00356;;CSF00357;2;-71
F00357;Bükkfa utca;47.546500;18.959978;F00357;;CSF00357;2;109
F00358;Hunyadi János utca;47.548581;18.964717;F00358;;CSF00358;2;-4
F00359;Hunyadi János utca;47.548077;18.964625;F00359;;CSF00358;2;173
F00360;Kossuth Lajos utca;47.552142;18.964273;F00360;;CSF00360;2;6
F00361;Kossuth Lajos utca;47.552079;18.964114;F00361;;CSF00360;2;-168
F00362;Kerényi Frigyes utca;47.553066;18.949338;F00362;;CSF00363;2;-11
F00363;Kerényi Frigyes utca;47.553079;18.949186;F00363;;CSF00363;1;169
F00364;Ábránd utca;47.551310;18.947242;F00364;;CSF00365;2;-11
F00365;Ábránd utca;47.551598;18.947002;F00365;;CSF00365;2;168
F00366;Turul utca;47.548119;18.949719;F00366;;CSF00371;2;-35
F00367;Turul utca;47.548308;18.949360;F00367;;CSF00371;2;148
F00368;Széchenyi utca;47.547718;18.954423;F00368;;CSF00368;1;-65
F00369;Széchenyi utca;47.547526;18.954643;F00369;;CSF00368;1;107
F00370;Turul utca (kishíd);47.548985;18.951763;F00370;;CSF00371;2;-31
F00371;Turul utca (kishíd);47.549200;18.951431;F00371;;CSF00371;2;158
F00372;Gondozási Központ;47.514299;19.015664;F00372;;CSF00372;2;-31
F00373;Gondozási Központ;47.514121;19.015622;F00373;;CSF00372;2;147
F00374;Arany János utca;47.554736;18.946079;F00374;;CSF00375;2;-12
F00375;Arany János utca;47.554853;18.945907;F00375;;CSF00375;2;169
F00376;Szirom utca;47.557960;18.940333;F00376;;CSF00376;2;-53
F00377;Szirom utca;47.557682;18.940706;F00377;;CSF00376;2;123
F00378;Kerekhegyi utca;47.559859;18.941910;F00378;;CSF00379;2;68
F00379;Kerekhegyi utca;47.560372;18.942016;F00379;;CSF00379;2;159
F00380;Máriaremetei kegytemplom;47.562786;18.946090;F00380;;CSF00380;2;-33
F00381;Máriaremetei kegytemplom;47.562408;18.945732;F00381;;CSF00380;2;-120
F00382;Köztársaság utca;47.566112;18.942934;F00382;;CSF00383;2;-33
F00383;Köztársaság utca;47.566417;18.942349;F00383;;CSF00383;2;148
F00384;Honfoglalás utca;47.568772;18.940391;F00384;;CSF00385;2;-31
F00385;Honfoglalás utca;47.568852;18.940151;F00385;;CSF00385;2;149
F00387;Budaliget, Géza fejedelem útja;47.567706;18.936260;F00387;;CSF00387;2;-115
F00388;Csatlós utca;47.558264;18.948823;F00388;;CSF00389;2;-3
F00389;Csatlós utca;47.558804;18.948596;F00389;;CSF00389;2;171
F00390;Máriaremetei kegytemplom;47.562590;18.947579;F00390;;CSF00380;2;-13
F00391;Máriaremetei kegytemplom;47.562194;18.947553;F00391;;CSF00380;2;168
F00392;Bölény utca;47.564975;18.949980;F00392;;CSF00393;2;50
F00393;Bölény utca;47.565345;18.950405;F00393;;CSF00393;2;-131
F00394;Solymári elágazás;47.566797;18.955293;F00394;;CSF00395;2;-59
F00395;Solymári elágazás;47.566841;18.954920;F00395;;CSF00395;2;121
F00396;Szarvashegy utca;47.569301;18.948723;F00396;;CSF00396;2;-60
F00397;Szarvashegy utca;47.569274;18.948523;F00397;;CSF00396;2;120
F00398;Örökzöld utca;47.572355;18.944424;F00398;;CSF00398;2;-31
F00399;Örökzöld utca;47.571879;18.944704;F00399;;CSF00398;2;149
F00400;Templom utca (Kultúrkúria);47.564588;18.960187;F00400;;CSF00401;2;-66
F00401;Templom utca (Kultúrkúria);47.564624;18.959629;F00401;;CSF00401;2;113
F00402;Községház utca;47.562459;18.963260;F00402;;CSF00403;2;-25
F00403;Községház utca;47.562962;18.962741;F00403;;CSF00403;2;155
F00404;Mikszáth Kálmán utca;47.559195;18.965671;F00404;;CSF00405;2;-30
F00405;Mikszáth Kálmán utca;47.559762;18.965098;F00405;;CSF00405;2;155
F00406;Kölcsey utca;47.555310;18.965903;F00406;;CSF00407;2;26
F00407;Kölcsey utca;47.555697;18.965929;F00407;;CSF00407;2;-166
F00408;Szent János Kórház;47.509594;19.010039;F00408;;CSF00159;2;
F00409;Szent János Kórház;47.509728;19.009813;F00409;;CSF00159;2;88
F00410;Szent János Kórház;47.509874;19.009836;F00410;;CSF00159;2;88
F00411;Szent János Kórház;47.509837;19.009411;F00411;;CSF00159;2;-90
F00412;Széll Kálmán tér M;47.507673;19.024615;F00412;;CS073099;1;-85
F00414;Kelemen László utca;47.522260;18.990825;F00414;;CSF00310;2;51
F00415;Kelemen László utca;47.522278;18.990599;F00415;;CSF00310;2;-130
F00416;Széher út 16.;47.521951;18.984624;;;;2;135
F00417;Bölöni György utca / Széher út;47.524126;18.980545;;;;2;126
F00422;Széll Kálmán tér M;47.507457;19.023859;F00422;;CS073099;1;95
F00423;Vöröstorony utca;47.528570;18.999862;F00423;;CSF00423;2;-98
F00424;Vöröstorony utca;47.528471;18.999995;F00424;;CSF00423;2;82
F00425;Nyúl utca;47.508723;19.018044;F00425;;CSF00427;2;-79
F00426;Nyúl utca;47.508669;19.017872;F00426;;CSF00427;2;98
F00427;Nyúl utca;47.509030;19.017019;F00427;;CSF00427;2;-80
F00428;Nyúl utca;47.508680;19.018864;F00428;;CSF00427;2;102
F00429;Akadémia;47.519545;18.993431;F00429;;CSF00429;2;-44
F00430;Akadémia;47.519337;18.993900;F00430;;CSF00429;2;135
F00431;Akadémia;47.518943;18.994122;F00431;;CSF00429;2;135
F00432;Akadémia;47.519292;18.994126;F00432;;CSF00429;2;-45
F00433;Tücsök utca;47.585487;18.997590;F00433;;CSF00433;2;-39
F00434;Tücsök utca;47.585460;18.997430;F00434;;CSF00433;2;144
F00435;Pusztadombi utca;47.602488;19.056793;;;;2;-61
F00436;Égető utca;47.604054;19.052418;;;;2;-60
F00437;Táncsics Mihály utca;47.602723;19.051234;;;;2;-154
F00438;Gulácsy Lajos utca;47.602642;19.048242;F00438;;CSF00438;2;25
F00439;Gulácsy Lajos utca;47.602534;19.048003;F00439;;CSF00438;2;-152
F00440;Szőlőkert utca;47.554889;19.040682;F00440;;CSF00441;2;-166
F00441;Szőlőkert utca;47.555330;19.041001;F00441;;CSF00441;2;14
F00442;Donát utca;47.604207;19.043933;;;;2;106
F00443;Bojtár utca 49.;47.559440;19.039791;F00443;;CSF00444;2;-78
F00444;Bojtár utca 49.;47.559530;19.038303;F00444;;CSF00444;2;100
F00445;Templom utca;47.600312;19.046620;F00445;;CSF00445;2;22
F00446;Templom utca;47.600123;19.046354;F00446;;CSF00445;2;-159
F00447;Hősök tere;47.598153;19.043987;F00447;;CSF00447;2;-62
F00448;Hősök tere;47.597839;19.044652;F00448;;CSF00447;2;105
F00449;Tamás utca;47.599601;19.041154;F00449;;CSF00449;2;-57
F00450;Tamás utca;47.599385;19.041447;F00450;;CSF00449;2;113
F00451;Pince köz;47.601598;19.036100;;;;2;-151
F00452;Hősök tere;47.597596;19.045662;F00452;;CSF00447;2;6
F00453;Hősök tere;47.598063;19.045569;F00453;;CSF00447;2;-175
F00454;Zemplén Győző utca;47.596121;19.045530;F00454;;CSF00454;2;2
F00455;Zemplén Győző utca;47.595419;19.045317;F00455;;CSF00454;2;180
F00456;Nád utca;47.593989;19.049120;F00456;;CSF00457;2;94
F00457;Nád utca;47.594115;19.048442;F00457;;CSF00457;2;-87
F00458;Pünkösdfürdő utca;47.595005;19.051713;F00458;;CS044130;2;-152
F00459;Pünkösdfürdő utca;47.594915;19.051819;F00459;;CS044130;2;26
F00460;Békásmegyer H;47.598126;19.054266;F00460;;CS008940;2;28
F00461;Békásmegyer H;47.597883;19.054080;F00461;;CS008940;2;
F00462;Szolgáltatóház;47.601212;19.058056;F00462;;CSF00463;2;25
F00463;Szolgáltatóház;47.601229;19.057897;F00463;;CSF00463;2;-155
F00464;Hímző utca;47.597200;19.058734;F00464;;CSF00464;2;-79
F00465;Hímző utca;47.597047;19.059505;F00465;;CSF00464;2;93
F00466;Medgyessy Ferenc utca;47.594899;19.058175;F00466;;CSF00467;1;92
F00467;Medgyessy Ferenc utca;47.595131;19.056792;F00467;;CSF00467;2;-76
F00468;Békásmegyer H;47.597471;19.056261;F00468;;CS008940;1;-41
F00469;Békásmegyer H;47.598207;19.055835;F00469;;CS008940;2;-154
F00470;Békásmegyer H;47.597191;19.055356;F00470;;CS008940;2;
F00471;Békásmegyer;47.598594;19.055064;F00471;;CSF00471;2;27
F00472;Békásmegyer;47.597587;19.054133;F00472;;CSF00471;2;-149
F00473;Madzsar József utca / Pünkösdfürdő utca;47.595284;19.054399;F00473;;CS044130;2;-85
F00474;Madzsar József utca / Pünkösdfürdő utca;47.595176;19.054598;F00474;;CS044130;2;96
F00475;Madzsar József utca / Pünkösdfürdő utca;47.594861;19.053747;F00475;;CS044130;2;23
F00476;Madzsar József utca / Pünkösdfürdő utca;47.594690;19.052790;F00476;;CS044130;2;-156
F00477;Szent István utca;47.592415;19.052111;;;;2;21
F00478;Csillaghegy H;47.585804;19.047125;F00478;;CS009392;2;96
